resource_id,resource_type,cloud_provider,region,created_at,last_used_at,days_since_used,monthly_cost_usd,tag_owner,tag_project,tag_environment,shadow_label
res-a0b64d78fe,EKSCluster,GCP,ap-southeast-1,2024-05-25,2024-01-01,181,752.07,,,,shadow_it
res-eae221d291,EBSVolume,Azure,ca-central-1,2023-03-10,2024-06-28,2,28.67,team-ml,project-omega,production,normal
res-5480022312,EKSCluster,Azure,ap-southeast-1,2023-12-09,2024-06-27,3,647.55,team-frontend,project-omega,development,normal
res-7f10d740e0,EKSCluster,GCP,ap-south-1,2024-02-26,2024-06-19,11,783.98,team-infra,project-alpha,development,normal
res-c5a3fd8347,ElasticIP,GCP,ca-central-1,2023-10-23,2024-06-18,12,4.46,team-infra,project-delta,development,normal
res-db82d3918f,EBSVolume,GCP,us-east-1,2023-07-26,2024-06-20,10,141.16,team-ml,project-delta,production,normal
res-75c45cb8be,RDSInstance,AWS,ap-south-1,2023-09-06,2024-06-26,4,256.86,team-ml,project-delta,development,normal
res-e0543d6da0,S3Bucket,Azure,us-east-1,2023-04-23,2024-06-30,0,31.5,team-backend,project-delta,production,normal
res-4135c8ad9f,ElasticIP,GCP,ca-central-1,2024-02-10,2024-06-21,9,8.95,team-infra,project-gamma,development,normal
res-8874646abe,EKSCluster,GCP,ap-southeast-1,2023-04-20,2024-06-26,4,1081.31,team-backend,project-gamma,production,normal
res-a6fa1e0b12,ElasticIP,GCP,ap-south-1,2023-11-24,2024-06-17,13,8.88,team-data,project-gamma,staging,normal
res-7bf120d79d,RDSInstance,Azure,ca-central-1,2023-06-30,2023-10-18,256,406.77,,,,shadow_it
res-9a75b6cf62,EBSVolume,AWS,ap-southeast-1,2023-11-21,2023-11-05,238,143.43,,,,shadow_it
res-17e00f4422,ElasticIP,GCP,us-west-2,2024-06-20,2024-06-23,7,8.61,team-frontend,project-delta,development,normal
res-97c81ac8fb,EKSCluster,GCP,ap-southeast-1,2024-03-07,2024-06-30,0,602.04,team-security,project-gamma,production,normal
res-0eebb9444a,EKSCluster,AWS,us-west-2,2024-01-16,2024-06-24,6,315.91,team-infra,project-beta,staging,normal
res-ac440866e0,ElasticIP,GCP,eu-west-1,2024-04-11,2023-12-15,198,4.98,,,,shadow_it
res-34afdb6be6,NATGateway,GCP,us-west-2,2024-04-26,2024-06-17,13,35.34,team-data,project-gamma,staging,normal
res-7be46921b7,LambdaFunction,GCP,ca-central-1,2023-07-18,2024-03-21,101,3.82,,,,shadow_it
res-2fd140d79b,RDSInstance,Azure,ap-southeast-1,2023-05-22,2024-06-18,12,684.23,team-frontend,project-beta,development,normal
res-67641152a1,NATGateway,AWS,eu-west-1,2024-05-05,2024-06-25,5,49.97,team-security,project-beta,production,normal
res-92923e9eaf,EKSCluster,Azure,ap-south-1,2023-11-03,2024-01-08,174,292.06,,,,shadow_it
res-fe53582835,S3Bucket,Azure,eu-west-1,2023-09-09,2024-06-28,2,75.67,team-data,project-delta,production,normal
res-46ec9c15b6,LambdaFunction,Azure,eu-west-1,2023-09-16,2024-06-18,12,23.57,team-backend,project-gamma,production,normal
res-dc93121da6,EC2Instance,AWS,ca-central-1,2023-04-24,2024-06-30,0,462.91,team-backend,project-gamma,production,normal
res-826497d468,S3Bucket,GCP,ca-central-1,2023-08-06,2024-06-26,4,37.19,team-security,project-beta,production,normal
res-415bc28554,EKSCluster,AWS,us-east-1,2023-02-10,2024-06-28,2,407.74,team-security,project-gamma,production,normal
res-63465745fc,RDSInstance,AWS,us-east-1,2023-07-10,2024-06-23,7,457.53,team-frontend,project-alpha,production,normal
res-78a852b695,EBSVolume,Azure,us-east-1,2024-01-01,2024-06-21,9,30.32,team-backend,project-gamma,staging,normal
res-fd3b8f47ab,S3Bucket,AWS,ap-south-1,2024-03-22,2024-06-25,5,50.24,team-security,project-omega,production,normal
res-15103f591c,RDSInstance,Azure,us-west-2,2023-07-26,2024-06-29,1,454.3,team-backend,project-beta,development,normal
res-e7f3fecd22,NATGateway,GCP,ca-central-1,2024-02-27,2024-06-23,7,78.57,team-ml,project-beta,development,normal
res-e923f2d5d3,EBSVolume,AWS,ap-south-1,2023-08-05,2024-06-17,13,12.85,team-infra,project-beta,production,normal
res-bec568703d,S3Bucket,GCP,us-east-1,2023-10-05,2024-06-29,1,8.89,team-ml,project-alpha,staging,normal
res-114187fdc2,EKSCluster,AWS,ap-southeast-1,2023-01-09,2024-06-18,12,413.55,team-ml,project-omega,development,normal
res-bd08e85227,EC2Instance,Azure,us-west-2,2023-05-14,2024-06-21,9,92.44,team-ml,project-omega,development,normal
res-0e04bbf858,ElasticIP,GCP,eu-west-1,2023-09-23,2024-06-23,7,8.69,team-frontend,project-beta,development,normal
res-d4441ef3fe,ElasticIP,GCP,us-east-1,2023-02-01,2024-06-26,4,9.59,team-frontend,project-beta,development,normal
res-ac8708656c,LambdaFunction,Azure,ca-central-1,2023-11-23,2023-11-30,213,2.62,,,,shadow_it
res-48dfad5f69,EKSCluster,GCP,ap-south-1,2023-10-29,2023-08-02,333,1045.89,,,,shadow_it
res-f6e5e44c11,RDSInstance,AWS,ap-southeast-1,2023-11-26,2024-06-25,5,542.54,team-data,project-beta,development,normal
res-9b5bc9d183,NATGateway,Azure,ap-southeast-1,2023-12-10,2024-06-26,4,61.1,team-frontend,project-gamma,production,normal
res-e4e6b7eadb,EKSCluster,GCP,us-west-2,2024-01-29,2024-06-19,11,302.43,team-infra,project-beta,production,normal
res-a62efa16b9,EBSVolume,AWS,ap-south-1,2023-04-07,2024-06-28,2,117.32,team-backend,project-gamma,production,normal
res-c27e59dced,LambdaFunction,AWS,us-west-2,2023-04-11,2024-03-14,108,13.61,,,,shadow_it
res-7c013e9e63,EKSCluster,AWS,eu-west-1,2024-01-19,2024-06-27,3,554.49,team-security,project-alpha,development,normal
res-4d89473d53,RDSInstance,GCP,ca-central-1,2024-02-25,2024-06-20,10,460.13,team-frontend,project-omega,development,normal
res-5454afda3a,EKSCluster,AWS,us-west-2,2023-06-29,2024-06-29,1,390.57,team-security,project-omega,development,normal
res-1e4773498a,NATGateway,Azure,eu-west-1,2023-04-19,2024-06-17,13,97.62,team-data,project-omega,development,normal
res-76aaaf8afb,LambdaFunction,Azure,ca-central-1,2024-03-09,2024-06-28,2,20.16,team-frontend,project-beta,development,normal
res-d2877c6ce9,LambdaFunction,Azure,eu-west-1,2024-03-24,2024-06-25,5,13.04,team-security,project-omega,production,normal
res-a4f04d1686,EBSVolume,AWS,eu-west-1,2023-08-05,2024-06-24,6,59.22,team-data,project-gamma,staging,normal
res-786bca8516,S3Bucket,GCP,ca-central-1,2024-01-07,2024-06-25,5,17.13,team-security,project-omega,staging,normal
res-c0dff0b2ec,ElasticIP,AWS,us-east-1,2023-10-18,2024-06-25,5,6.99,team-ml,project-gamma,development,normal
res-16cedbb77c,LambdaFunction,Azure,eu-west-1,2024-03-09,2024-06-26,4,30.9,team-security,project-omega,staging,normal
res-5d5d435854,RDSInstance,Azure,ap-south-1,2023-05-08,2024-06-24,6,336.61,team-frontend,project-alpha,staging,normal
res-372b75ac2c,ElasticIP,Azure,ap-south-1,2023-01-10,2024-06-21,9,7.52,team-backend,project-omega,production,normal
res-ceddfeecd7,EKSCluster,Azure,us-west-2,2024-03-31,2024-06-17,13,699.29,team-security,project-delta,development,normal
res-f218e54fc1,S3Bucket,GCP,ap-southeast-1,2023-12-06,2024-06-26,4,8.52,team-data,project-omega,staging,normal
res-e48f59899f,ElasticIP,Azure,us-east-1,2023-06-27,2024-06-22,8,5.42,team-frontend,project-alpha,staging,normal
res-62c22dac5f,S3Bucket,Azure,us-east-1,2023-07-25,2024-06-22,8,26.6,team-security,project-alpha,production,normal
res-fcf0929800,EKSCluster,AWS,ap-southeast-1,2023-06-17,2024-06-23,7,395.15,team-frontend,project-gamma,staging,normal
res-7b6e43d3dc,NATGateway,Azure,ap-southeast-1,2023-04-04,2024-06-29,1,93.62,team-infra,project-omega,staging,normal
res-f309e7a9e6,EC2Instance,AWS,ap-southeast-1,2023-04-20,2024-06-18,12,590.6,team-backend,project-beta,staging,normal
res-54cfc7f772,RDSInstance,GCP,us-west-2,2024-03-23,2024-06-20,10,389.16,team-data,project-delta,staging,normal
res-8706b6e2af,EKSCluster,Azure,ca-central-1,2023-09-09,2024-06-26,4,862.9,team-infra,project-gamma,production,normal
res-170ce2a1f6,EKSCluster,GCP,us-west-2,2023-06-01,2024-06-22,8,462.85,team-backend,project-beta,staging,normal
res-a82e3adc5b,EKSCluster,GCP,us-east-1,2024-04-04,2024-06-26,4,1136.08,team-security,project-alpha,production,normal
res-99f83a7abb,ElasticIP,Azure,eu-west-1,2023-10-03,2024-06-26,4,9.69,team-data,project-gamma,production,normal
res-0f904280b4,EC2Instance,Azure,ca-central-1,2023-02-26,2023-08-24,311,385.1,,,,shadow_it
res-65a5c7ada8,EBSVolume,AWS,us-west-2,2024-01-16,2024-06-17,13,26.96,team-data,project-gamma,development,normal
res-f4d1cb32b9,ElasticIP,AWS,ap-south-1,2024-01-24,2024-06-18,12,9.46,team-backend,project-delta,staging,normal
res-2435d17ab4,EKSCluster,Azure,eu-west-1,2024-05-23,2023-10-01,273,1075.63,,,,shadow_it
res-5b46a4e4cf,EC2Instance,Azure,eu-west-1,2023-07-21,2024-06-21,9,414.4,team-ml,project-alpha,development,normal
res-36ed061855,RDSInstance,Azure,eu-west-1,2023-06-11,2023-08-19,316,162.58,,,,shadow_it
res-1a7f65a715,ElasticIP,GCP,us-west-2,2024-04-14,2024-06-21,9,5.98,team-data,project-beta,production,normal
res-2a49c99670,LambdaFunction,GCP,ca-central-1,2024-02-18,2024-06-25,5,35.85,team-infra,project-delta,production,normal
res-d24cd4f8f5,EBSVolume,GCP,eu-west-1,2024-01-15,2024-06-16,14,39.04,team-frontend,project-omega,production,normal
res-3ee5367b1a,ElasticIP,Azure,eu-west-1,2024-03-15,2024-06-19,11,4.01,team-backend,project-beta,development,normal
res-4822f057d0,EBSVolume,AWS,us-east-1,2023-07-25,2024-06-25,5,68.65,team-data,project-alpha,staging,normal
res-5c9a7a6e08,RDSInstance,AWS,ap-south-1,2024-02-16,2024-06-17,13,155.7,team-data,project-beta,development,normal
res-3691e1c696,LambdaFunction,GCP,us-east-1,2024-01-08,2024-06-30,0,22.21,team-data,project-omega,staging,normal
res-5839aeef38,ElasticIP,Azure,ap-southeast-1,2023-08-18,2024-06-23,7,6.08,team-infra,project-gamma,production,normal
res-b383daee25,EKSCluster,Azure,ca-central-1,2023-10-18,2024-06-29,1,530.48,team-frontend,project-omega,staging,normal
res-85b99814e7,LambdaFunction,Azure,us-east-1,2024-05-23,2024-01-16,166,6.19,,,,shadow_it
res-5a4fb6dc84,EKSCluster,GCP,us-west-2,2023-11-17,2024-06-23,7,1049.82,team-frontend,project-beta,development,normal
res-7792afb8d5,EBSVolume,AWS,eu-west-1,2023-09-21,2023-09-20,284,99.3,,,,shadow_it
res-d17b00c812,ElasticIP,AWS,ap-south-1,2023-08-02,2024-06-19,11,3.18,team-ml,project-alpha,staging,normal
res-7796c4c21a,RDSInstance,GCP,ca-central-1,2023-07-20,2024-06-30,0,351.07,team-infra,project-delta,production,normal
res-462e6bd6bd,EBSVolume,AWS,eu-west-1,2023-11-10,2024-06-18,12,142.76,team-ml,project-omega,production,normal
res-3c9836e243,EC2Instance,AWS,ca-central-1,2024-06-03,2024-06-22,8,301.06,team-frontend,project-alpha,staging,normal
res-42af3f5645,EKSCluster,GCP,ca-central-1,2023-03-03,2024-06-17,13,968.54,team-data,project-beta,production,normal
res-d4ee411deb,RDSInstance,Azure,us-east-1,2023-05-23,2024-06-26,4,667.69,team-data,project-delta,production,normal
res-f5bebd009e,RDSInstance,AWS,ap-south-1,2023-07-19,2024-06-20,10,442.4,team-backend,project-beta,development,normal
res-1ce6086460,EKSCluster,Azure,ap-southeast-1,2023-03-25,2024-06-18,12,524.8,team-data,project-delta,production,normal
res-f69bf5afb9,NATGateway,AWS,ap-southeast-1,2023-01-18,2024-06-28,2,69.68,team-data,project-omega,staging,normal
res-a2af06c54c,S3Bucket,GCP,eu-west-1,2024-05-12,2024-06-26,4,13.39,team-security,project-delta,production,normal
res-a06bab8df7,NATGateway,GCP,us-west-2,2023-09-25,2024-06-27,3,54.19,team-security,project-gamma,production,normal
res-e75051e7e5,NATGateway,GCP,ap-southeast-1,2023-11-23,2024-06-27,3,118.53,team-frontend,project-beta,development,normal
res-f8fc8ac79b,EKSCluster,AWS,us-east-1,2023-03-07,2024-06-20,10,643.02,team-ml,project-gamma,production,normal
res-d3c55c9478,S3Bucket,AWS,ap-south-1,2024-03-02,2024-06-24,6,54.5,team-ml,project-alpha,development,normal
res-c6a42b5cc4,EC2Instance,AWS,us-east-1,2023-05-19,2024-06-27,3,375.62,team-infra,project-omega,development,normal
res-c57f912e4e,EBSVolume,AWS,ap-south-1,2023-11-21,2024-02-02,149,131.18,,,,shadow_it
res-39f39baca6,EC2Instance,Azure,ap-south-1,2023-12-26,2024-06-25,5,557.53,team-backend,project-delta,staging,normal
res-d292b6ac03,EC2Instance,GCP,us-east-1,2024-04-19,2024-06-16,14,374.88,team-security,project-omega,development,normal
res-368d09e7d7,NATGateway,AWS,eu-west-1,2024-05-04,2024-06-30,0,79.07,team-data,project-alpha,production,normal
res-56dd371bb3,EKSCluster,GCP,ap-southeast-1,2023-07-25,2023-12-17,196,310.26,,,,shadow_it
res-896858967c,NATGateway,Azure,us-west-2,2023-06-07,2024-06-26,4,187.45,team-infra,project-beta,development,normal
res-f562f07c25,S3Bucket,GCP,us-west-2,2023-06-12,2024-06-30,0,16.6,team-infra,project-alpha,production,normal
res-76baff28f2,EKSCluster,Azure,us-east-1,2024-05-24,2024-06-17,13,1042.33,team-data,project-beta,production,normal
res-6b4c95ba38,NATGateway,AWS,eu-west-1,2023-09-13,2024-06-26,4,71.33,team-frontend,project-alpha,production,normal
res-fc5b07eb1a,LambdaFunction,Azure,us-west-2,2024-03-30,2024-06-25,5,16.15,team-data,project-alpha,production,normal
res-94f52e5af9,EBSVolume,AWS,ca-central-1,2023-09-13,2024-06-23,7,26.93,team-data,project-beta,staging,normal
res-0d415abef2,NATGateway,GCP,eu-west-1,2023-08-13,2024-06-30,0,142.29,team-security,project-gamma,development,normal
res-c28afee780,EKSCluster,AWS,us-west-2,2024-02-07,2024-06-16,14,643.96,team-backend,project-gamma,staging,normal
res-31a62814d0,RDSInstance,AWS,us-west-2,2023-06-06,2024-06-22,8,223.4,team-frontend,project-omega,production,normal
res-77b84b2c80,EC2Instance,Azure,eu-west-1,2023-06-18,2024-06-24,6,258.56,team-ml,project-alpha,production,normal
res-e459a4b1b3,ElasticIP,AWS,us-east-1,2024-01-13,2024-06-20,10,6.68,team-infra,project-beta,development,normal
res-73ed4c5c54,NATGateway,Azure,ap-south-1,2023-07-05,2024-06-24,6,92.01,team-backend,project-gamma,staging,normal
res-c23794d321,ElasticIP,GCP,ca-central-1,2023-07-17,2024-06-20,10,5.78,team-ml,project-omega,development,normal
res-3ecefc080e,LambdaFunction,GCP,us-west-2,2023-10-12,2024-06-30,0,22.09,team-backend,project-gamma,staging,normal
res-26a0c51bef,LambdaFunction,GCP,ap-southeast-1,2023-09-15,2024-06-19,11,7.01,team-data,project-gamma,development,normal
res-b831dca2af,EBSVolume,AWS,us-west-2,2023-09-02,2024-06-21,9,32.77,team-ml,project-delta,production,normal
res-03aaa0f018,EBSVolume,GCP,us-east-1,2023-10-01,2024-06-19,11,24.33,team-infra,project-delta,staging,normal
res-45a9a1f56e,EC2Instance,AWS,us-east-1,2023-05-16,2024-06-20,10,213.72,team-infra,project-beta,production,normal
res-f2584fb03b,NATGateway,Azure,us-east-1,2024-04-18,2024-06-25,5,88.29,team-backend,project-alpha,staging,normal
res-19ff1b1f99,NATGateway,AWS,eu-west-1,2023-06-30,2024-06-16,14,160.35,team-ml,project-alpha,development,normal
res-4e45a97345,NATGateway,AWS,eu-west-1,2024-01-25,2024-06-28,2,147.59,team-infra,project-alpha,development,normal
res-c44b17d6ec,EKSCluster,GCP,eu-west-1,2023-06-19,2024-03-12,110,544.97,,,,shadow_it
res-7c508339dc,S3Bucket,AWS,us-east-1,2024-05-21,2024-01-27,155,19.26,,,,shadow_it
res-52a710ff5f,EBSVolume,Azure,eu-west-1,2023-06-21,2024-06-23,7,148.71,team-security,project-omega,staging,normal
res-53c4d9d9b0,NATGateway,GCP,ap-south-1,2023-04-30,2024-06-20,10,142.52,team-backend,project-delta,development,normal
res-d3e3c835e4,RDSInstance,Azure,us-west-2,2023-01-29,2024-06-25,5,604.13,team-backend,project-alpha,development,normal
res-7b5d11d5ad,S3Bucket,Azure,us-east-1,2023-12-23,2023-11-13,230,12.85,,,,shadow_it
res-9675a0e253,EKSCluster,GCP,us-east-1,2023-08-20,2024-06-18,12,546.25,team-data,project-delta,staging,normal
res-ec7741c686,EBSVolume,Azure,ap-south-1,2023-03-09,2024-06-18,12,120.32,team-security,project-gamma,production,normal
res-d74369c022,EBSVolume,GCP,ap-southeast-1,2024-06-17,2024-06-30,0,74.2,team-backend,project-gamma,staging,normal
res-b4587ee4d5,EKSCluster,Azure,eu-west-1,2023-05-07,2024-06-27,3,1165.94,team-ml,project-alpha,staging,normal
res-9243f3c2d5,ElasticIP,AWS,us-east-1,2023-09-17,2024-06-16,14,3.52,team-data,project-beta,development,normal
res-d6ebe64a66,ElasticIP,GCP,ap-southeast-1,2023-12-05,2024-06-23,7,7.21,team-ml,project-delta,staging,normal
res-e3dc72cde9,EBSVolume,AWS,ap-southeast-1,2023-12-13,2024-06-20,10,16.78,team-frontend,project-gamma,staging,normal
res-3fb362108e,EKSCluster,GCP,us-east-1,2023-05-25,2024-06-20,10,1150.85,team-infra,project-alpha,development,normal
res-ce34d94c57,EBSVolume,AWS,us-west-2,2023-04-06,2024-06-19,11,75.63,team-ml,project-beta,development,normal
res-62ba16145e,RDSInstance,GCP,eu-west-1,2023-09-11,2024-06-29,1,603.13,team-frontend,project-beta,production,normal
res-e28cd75916,EBSVolume,GCP,ap-south-1,2023-10-01,2024-02-13,138,38.99,,,,shadow_it
res-a62f1dec29,NATGateway,Azure,ap-south-1,2023-01-28,2024-06-25,5,86.58,team-security,project-gamma,staging,normal
res-03744709a1,RDSInstance,AWS,ca-central-1,2023-03-29,2024-06-20,10,811.7,team-ml,project-delta,production,normal
res-a32db7a380,RDSInstance,Azure,us-west-2,2024-05-22,2024-06-27,3,594.73,team-frontend,project-beta,production,normal
res-b49aef6c5d,S3Bucket,GCP,ap-southeast-1,2023-10-25,2024-06-27,3,59.64,team-infra,project-omega,development,normal
res-4c68d21264,RDSInstance,GCP,ap-southeast-1,2023-03-16,2024-02-04,147,521.42,,,,shadow_it
res-8da49c22e1,LambdaFunction,GCP,us-east-1,2024-02-27,2024-06-24,6,32.98,team-data,project-omega,development,normal
res-c1ebe1297b,LambdaFunction,GCP,ca-central-1,2023-10-10,2024-06-18,12,24.33,team-frontend,project-omega,production,normal
res-248fef848e,EC2Instance,AWS,us-east-1,2023-07-24,2024-06-26,4,120.28,team-ml,project-omega,production,normal
